questionnaire label	session	unit	itemid	item	shortID	student/teacher/experimenter	itemfulltext	scale: stimme nicht zu /stimme eher nicht zu / stimme eher zu / stimme zu / keine Angabe / freie Angabe	value	ID-number	answered for	age	sex	experience	conception 	class 	age adult education		value																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.			C	B	33	m						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			C	B	33	m						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			C	B	33	m						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/Stimme 	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			C	B	33	m						80																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			C	B	33	m						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+			C	B	33	m						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.			C	B	33	m						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			C	B	33	m						2																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.			C	B	33	m						2																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 			C	B	33	m						2																																							
Aperol_pilot_01_03_novice_B_quest	001	003	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	1	Klassenmanagement	km_aktiv	s	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_freundlich	s	Die Lehrperson war freundlich zu den Schüler*innen.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_interesse	s	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_kritik	s	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lehrgelegenheit betrachtet. 			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_ausreden	s	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_überlegen	s	Wenn die Lehrperson Fragen oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gegeben.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	s	Die Hinweise und rückmeldungn der Leherperson waren für die Schüler*innen hilfreich.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	3	Klarheit und Strukturiertheit	lkm_funktion	s	Den Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	3	Klarheit und Strukturiertheit	ks_verständlich	s	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	3	Klarheit und Strukturiertheit	ks_sichtbar	s	Der Lernstoff wurde sichtbar gemacht, zum Beispiel durch Schaubild, Mindmap, Poster oder Zeichnung.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	3	Klarheit und Strukturiertheit	ks_deutlich	s	Die ehrperson hat darauf geachtet, dass jede*r klar und deutlich spricht.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	3	Klarheit und Strukturiertheit	ks_zusammenfassend	s	Die wichtigsten Punkte wurden zusammengefasst.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_beiträge	s	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsgespräch beteiligt. 			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_wechselseitig	s	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_nachdenken	s	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_schwierigkeit	s	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.			D	B	51	w						1																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_individuell	s	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			D	B	51	w						1																																							
Aperol_pilot_01_03_novice_B_quest	001	003	4	Aktivierungund Förderung	af_beherrschen	s	Die Lehrperson hat darau geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_stand	s	Die Lehrperson stand gerade und aufrecht. 			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_augen	s	Die Lehrperson hat den Schüler*innen direkt in die aufgen geschaut. 			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_blick	s	Die Lehrperson hatte die ganze Klasse im Blick. 			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_vorsichgeht	s	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_raum	s	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.			D	B	51	w						1																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_gestik	s	Die Gestik und Mimik unterstützen den Ausdruck der Lehrperson. 			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	5	Haltung_Blick	phb_alleangesehen	s	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme  	ps_deutlich	s	Die Lehrperson hat klar, deutlich und langsam gesprochen.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme  	ps_klar	s	Die Lehrperson hat sich klar und verständlich ausgedrückt.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme  	ps_impulse	s	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			D	B	51	w						4																																							
Aperol_pilot_01_03_novice_B_quest	001	003	6	Präsenz/Stimme 	ps_vorgehen	s	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/Stimme 	ps_redeanteil	s	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			D	B	51	w						n.a.																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	s	Bei Unterrichtsstärungen hat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	s	Bei Unterrichtsstörungen hat die Leherperson sich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.+			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	s	Bei Unterrichtsstörungen hat die Lehrperson störende Schüler*innen direkt angesprochen.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_natürlich	s	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_fiktiv	s	Ich hatte den Eindruck, dass es für die Lehrperson keine Problem war, vor einer fiktiven Klasse zu unterrichten.			D	B	51	w						3																																							
Aperol_pilot_01_03_novice_B_quest	001	003	8	Manipulationsitem 	m_verhalten	s	Ich hatte den Eindruck, dass sich die Lehrperson beim Unterrichten vor der fiktiven Klasse so verhalten, wie sie es auch in der Schule tun würde. 			D	B	51	w						3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_lernstoff	exp	Die gesamte Unterrichtssequenz wurde für den Lernstoff verwendet.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_mitbekommen	exp	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	kkm_klar	exp	Den Schüler*innen war jederzeit klar, was sie tun sollten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_unegstört	exp	Die Schüler*innen konnten ungestört arbeiten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_aktiv	exp	Die Schüler*innen waren die ganze Stunde über aktiv bei der Sache.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_freundlich	exp	Die Lehrperson war freundlich zu den Schüler*innen.			exp	C								4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_interesse	exp	Es gab Aufgaben. Die etwas,mit dem Imteressem oder den Alltagserfahrungen der Schüler*innen zu tun haben			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_kritik	exp	Die Lehrperson hat Fehler nicht kritisiert, sondern als Lerngelegenheit betrachtet.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_ausreden	exp	Die Lehrperson die Schüler*innen ausreden lasse, wenn sie dran waren.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_überlegen	exp	Wenn die Lehrperson Frage oder Aufgaben gestellt hat, hat sie den Schüler*innen ausreichend Zeit zum Überlegen gelassen. 			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	exp	Die Hinweise und Rückmeldungen der Lehrperson waren für die Schüler*innen hilfreich.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	lkm_funktion	exp	Den Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_verständlich	exp	Die Lehrperson so erklärt, dass die Schüler*innen alles verstanden haben.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_sichtbar	exp	Der Lernstoff wurde sichtbar gemacht, zum Beipsiel durch Schaubild, Mindmap, Poster oder Zeichnung.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_deutlich	exp	Die Lehrperson hat darauf geachtet, dass jede*r klar und deutlich spricht.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_zusammenfassend	exp	Die wichtigsten Punkte wurden zusammengefasst.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_beiträge	exp	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsbespräch beteiligt. 			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_wechselseitig	exp	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_nachdenken	exp	Es gab Fragen oder Aufgaben, bei denen die Schüler*innen richtig nachdenken mussten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_schwierigkeit	exp	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitsstufen und unterschiedlichen Hilfen zur Wahl.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_individuell	exp	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_beherrschen	exp	Die Lehrperson hat darauf geachtet, dass alle den Lernstoff des Unterrichts sicher beherrschen. 			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_stand	exp	Die Lehrperson stand gerade und aufrecht. 			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_augen	exp	Die Lehrperson hat den Schüler*innen direkt in die Augen geschaut. 			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_blick	exp	Die Lehrperson hatte die ganze Klasse im Blick. 			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_vorsichgeht	exp	Die Lehrperson wusste immer genau, was in der Klasse vor sich geht. 			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_raum	exp	Während der Stunde ging die Lehrperson oft durch die Reihen der Klasse.			exp	C								1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_gestik	exp	Die Gestik und Mimik unterstützt den Ausdruck der Lehrperson. 			exp	C								4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_alleangesehen	exp	Ich hatte den Eindruck, dass die Lehrperson alle oft angesehen hat.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme  	ps_deutlich	exp	Die Lehrperson hat klar, deutlich und langsam gesprochen.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme  	ps_klar	exp	Die Lehrperson hat sich klar und verständlich ausgedrückt.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme  	ps_impulse	exp	Die Arbeitsaufträge waren präzise, klar und kurz formiliert.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme 	ps_vorgehen	exp	Vor einem Methodenwechsel erklärte die Lehrperson nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			exp	C								1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/Stimme  	ps_redeanteil	exp	Meine Einschätzung des Redeanteils der Lehrperson liegt bei ___%.			exp	C								80																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	exp	Bei Unterrichtsstörungen hgat die Lehrperson oft nonverbale Signale, wie z.B. Stirnrunteln oder mahnende Blicke, verwendet.			exp	C								1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	exp	Bei Unterrichtssörungen hat die Lehrperson sie oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.			exp	C								1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	exp	Bei Unterrichtsstörungen hat die Leherspersoin störende Schüler*innen direkt angesprochen.			exp	C								2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem	m_natürlich	exp	Während der Stunde hat sich die Lehrperson sehr natürlich verhalten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem	m_fiktiv	exp	Ich hatte den Eindruck, dass es für die Lehrperson kein Problem war, vor einer fiktiven Klassen zu unterrichten.			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem 	m_verhalten	exp	Ich hatte den Eiundruck, dass sich die Leherperson beim Unterrichten vor der fiktiven Klasse so verhalten hat, wie sie es auch in Stunde tun würde. 			exp	C								3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_lernstoff	t	Die gesamte Unterrichtssequenz wurde für den Lernstoff verwendet.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_mitbekommen	t	Ich habe alles mitbekommen, was in der Klasse passiert ist.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	kkm_klar	t	Den Schüler*innen war jederzeit klar, was sie tun sollten.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_unegstört	t	Die Schüler*innen konnten ungestört arbeiten.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_aktiv	t	Die Schüler*innen war die ganze Stunde über aktiv bei der Sache.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_freundlich	t	Ich war freundlich zu den Schüler*innen.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_interesse	t	Es gab Aufgaben, die etwas mit den Interessen oder den Alltagerfahrungen der Schüler*innen zu tun haben. 			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_kritik	t	Ich habe Fehler nicht kritisiert, sondern als Lerngelegenheit betrachtet.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_ausreden	t	Ich habe die Schüler*innen ausreden lassen, wenn sie dran waren. 			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_überlegen	t	Wenn ich Fragen oder Aufgaben gestellt habe, habe ich den Lernenden ausreichend Zeit zum Überlegen gelassen.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	2	Lernförderliches Klima und Motivierung	lkm_rückmeldungen	t	Meine Hinweise und Rückmeldungen waren für die Schüler*innen hilfreich.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	lkm_funktion	t	Die Schüler*innen ist klar, was sie in dieser Stunde lernen sollten.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_verständlich	t	Ich habe so erklärt, dass die Lernenden alles verstanden haben.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_sichtbar	t	Der Lernstoff wurde siochtbar gemacht, zum Biepsile durch Schaubild, Mindmap, Poster oder Zeichnung.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_deutlich	t	Ich habe darauf geachtet, dass jede*r klar und deutlich spricht.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	3	Klarheit und Strukturiertheit	ks_zusammenfassend	t	Die wichtigesten Punkte wurden zusammengefasst.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_beiträge	t	Die Schüler*innen haben sich mit eigenen Beiträgen am Unterrichtsbespräch beteiligt. 			C	C	33	m	0,6					4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_wechselseitig	t	Die Schüler*innen haben sich wechselseitig etwas erklärt, sich Fragen gestellt oder Rückmeldung gegeben.			C	C	33	m	0,6					4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_nachdenken	t	Es gab Fragen oder Antworten, bei denen die Schüler*innen richtig nachdenken mussten.			C	C	33	m	0,6					4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_schwierigkeit	t	Den Schüler*innen standen Aufgaben mit unterschiedlichen Schwierigkeitesstufen und unterschiedlichen Hilfen zur Wahl.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_individuell	t	Es gab Aufgaben, bei denen die Schüler*innen selbst entscheiden konnten, auf welche Weise sie sie bearbeiten.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	4	Aktivierungund Förderung	af_beherrschen	t	Ich habe darauf geachtet, dass alle den Lernstoff des Unterrichts sicher beherschen.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_stand	t	Ich stand gerade und aufrcht. 			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_augen	t	Ich habe den Schüler*innen direkt in die Aufgen geschaut.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_blick	t	Ich hatte die ganze Klasse im Blick. 			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_vorsichgeht	t	Ich wusste immer genau, was in der Klasse vor sich geht. 			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_raum	t	Während der Stunde ging ich oft durch die Reihen der Klasse.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_gestik	t	Die Gestik und Mimik untersützten meinen Ausruck.			C	C	33	m	0,6					1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	5	Präsenz/Haltung_Blick	phb_alleangesehen	t	Ich hatte den Eindruck, dass ich alle oft angesehen habe. 			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme  	ps_deutlich	t	Ich habe klar, deutlich und langsam gesprochen			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme 	ps_klar	t	Ich habe mich klar und verständlich ausgedrückt.			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme 	ps_impulse	t	Die Arbeitsaufträge waren präzise, klar und kurz formuliert.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	6	Präsenz/Stimme 	ps_vorgehen	t	Vor einem Methodenwechsel erklärte ich nochmals kurz das Vorgehen und die geltenden Regeln (z.B. bei Gruppenarbeit).			C	C	33	m	0,6					2																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/Stimme 	ps_redeanteil	t	Meine Einschätzung meines Redeanteils liegt bei __%.			C	C	33	m	0,6					90																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_nonverbal	t	Bei Unterrichtsstörungen haben ich oft nonverbale Signale, wie z.B. Stirnrunzeln oder mahnende Blicke verwendet.			C	C	33	m	0,6					4																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_zubewegen	t	Bei Unterrichtsstärungen habe ich mich oft auf störende/unruhig werdende Schüler*innen zubewegt, um sie zu ermahnen.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	7	Präsenz/verbale_nonberbale Intervention	pi_direkt	t	Bei Unterrrichtsstörungen habe ich störende Schüler*innen direkt angesprochen.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem 	m_natürlich	t	Während der Stunde habe ich mich sehr natürlich verhalten.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem	m_fiktiv	t	Es war für mich kein Problem, vor einer fiktiven Klassen zu unterrichten.			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	8	Manipulationsitem	m_verhalten		Beim Unterrichten habe ich mich vor der fiktiven Klasse so verhalteb, wie ich es auch in der Schule tun würde. 			C	C	33	m	0,6					3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_lernstoff	s	Die gesamte Unterrichtsstunde wurde für den Lernstoff verwendet.			A	C	44	m						3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_mitbekommen	s	Die Lehrperson hat alles mitbekommen, was in der Klasse passiert ist.			A	C	44	m						1																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	kkm_klar	s	Den Schüler*innen war jederzeit klar, was sie tun sollten.			A	C	44	m						3																																							
Aperol_pilot_01_04_novice_C_quest	001	004	1	Klassenmanagement	km_unegstört	s	Die Schüler*innen konnten ungestört arbeiten. 			A	C	44	m						n.a.																																							
